source_id,designation,ref_epoch,ra,dec,l,b,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,duplicated_source,astrometric_params_solved,visibility_periods_used,phot_variable_flag,non_single_star,teff_gspphot,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper
5632704511826797824,Gaia DR3 5632704511826797824,2016.0,144.2876087242737,-29.800444121768365,260.1928767180675,16.52290967642103,0.9241148860232743,0.014310609,64.575516,3.5128415,-3.232979518709805,0.013731055,-1.3740080224686544,0.010754027,6.343975,1.8342816,12.824767,13.082564,12.416558,0.6660061,0.96926445,false,31,23,NOT_AVAILABLE,0,,,,
5638825939745228544,Gaia DR3 5638825939745228544,2016.0,129.07349443709177,-34.459429702654305,255.08554424784262,3.7923475563476257,19.936160459819682,0.012980682,1535.8331,162.81436,-106.33627838059635,0.011868614,123.29279131085815,0.01338951,51.855476,0.14238769,8.687814,9.081329,8.123618,0.9577112,0.9781058,false,31,26,NOT_AVAILABLE,0,5398.728,50.2205,50.1075,50.3283
5643762781311698048,Gaia DR3 5643762781311698048,2016.0,129.0949668890773,-30.03732451724493,251.53689529822645,6.45037420118841,27.24412061973968,0.021709198,1254.9575,194.25047,-182.19271113165138,0.017219452,67.37258280849096,0.021437237,29.66466,0.1357349,7.8677955,8.247074,7.318971,0.92810297,1.0740396,true,31,26,VARIABLE,0,5375.89,36.4696,36.3948,36.5142
5649661592466640000,Gaia DR3 5649661592466640000,2016.0,135.30225369859798,-25.528271888643605,251.36395351484768,13.551542126932777,21.87385644854801,0.019208064,1138.785,274.58334,40.09539083159286,0.018721016,-271.6401605273143,0.017065413,7.918943,0.12543659,8.420803,8.823212,7.8521996,0.9710121,0.925624,true,31,19,NOT_AVAILABLE,0,5287.1606,45.7282,45.5418,50.567
5656184406542140032,Gaia DR3 5656184406542140032,2016.0,135.4163013449002,-20.720368397983652,247.5591936822805,16.656049228028373,3.2983149927984403,0.0116540175,283.01956,10.027053,-9.935470238240917,0.0115481485,1.3521179627215347,0.008929173,31.50233,1.2974817,12.462805,12.883144,11.877085,1.0060596,0.9492512,false,31,19,VARIABLE,0,5471.7446,300.5327,298.705,301.805
5656896924435896832,Gaia DR3 5656896924435896832,2016.0,144.9268589647203,-28.585600934253883,259.7293074644766,17.784278500264392,1.1949500390509085,0.013162605,90.7837,4.530724,-2.1528853217077835,0.011585692,-3.986545747809046,0.008523366,-11.533417,1.0195829,12.827957,13.139794,12.355678,0.78411674,0.89697653,false,31,20,VARIABLE,1,,,,
5660492297395345408,Gaia DR3 5660492297395345408,2016.0,149.12348839018367,-24.099179371118908,259.3942877992303,23.62893878400558,21.930073931594904,0.026663147,822.4863,183.2822,-177.12709847590267,0.025551045,47.09939801286307,0.024271145,19.619947,0.14579564,7.78381,8.083978,7.311753,0.7722249,0.99001557,false,31,16,NOT_AVAILABLE,0,5805.1826,45.4891,45.4308,45.5516
5664814198431308288,Gaia DR3 5664814198431308288,2016.0,144.00748512333524,-21.665200855258018,253.8885467583608,22.080373039398538,105.97890913558383,0.022696694,4669.3545,1000.01025,138.7217909625574,0.022582345,-990.3417190688432,0.020470304,-35.028374,0.16913296,9.891662,11.169435,8.773195,2.3962393,1.1187094,false,31,15,NOT_AVAILABLE,0,3204.3516,9.43,9.4132,9.4494
5664957444179338240,Gaia DR3 5664957444179338240,2016.0,144.8750965123437,-20.98241745195671,253.96172170026804,23.13622744041934,8.752266557444342,0.014079508,621.63153,56.21858,-55.10127920370909,0.015774842,11.152477556145548,0.013532657,23.488174,0.23771246,9.263603,9.544259,8.817766,0.7264929,0.97912824,false,31,16,NOT_AVAILABLE,0,5990.2417,113.8272,113.6418,114.0026
5672053902679434112,Gaia DR3 5672053902679434112,2016.0,148.9256197878873,-18.10692336206624,254.68743233326822,27.869670783358096,24.688907016698487,0.014556191,1696.1104,343.85025,-326.18415732906664,0.016908647,108.79751362434929,0.017060058,55.004215,0.16082875,9.068378,9.557228,8.417741,1.1394873,1.0314577,false,31,14,NOT_AVAILABLE,0,,,,
