source_id,designation,ref_epoch,ra,dec,l,b,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,duplicated_source,astrometric_params_solved,visibility_periods_used,phot_variable_flag,non_single_star,teff_gspphot,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper
4201307051566729984,Gaia DR3 4201307051566729984,2016.0,289.99985220831434,-9.325014269821958,27.780046068961298,-10.547427660036949,20.73395093466188,0.026857791,771.9902,341.55737,-122.9513364840208,0.025586545,-318.6603182825603,0.023464248,-46.591373,0.15155485,8.378475,8.787698,7.8013287,0.98636913,1.1909144,false,31,16,NOT_AVAILABLE,0,5229.077,48.1982,48.1008,48.5199
4207586980945067648,Gaia DR3 4207586980945067648,2016.0,290.82100005622135,-7.68208608363046,29.6442310335229,-10.551448948374317,7.464925176349439,0.021432146,348.30505,27.861423,6.308287919288951,0.024158487,-27.137878118539337,0.01806991,-16.233845,14.5830555,11.186381,11.737106,10.359655,1.377451,1.1682537,false,31,15,NOT_AVAILABLE,0,5267.067,133.2058,132.7895,133.636
4213081309275729792,Gaia DR3 4213081309275729792,2016.0,289.31435230292385,-2.7747092794730244,33.40058499884726,-7.008083403153703,0.8328012581191582,0.028777208,28.939613,5.668025,-2.2043547545370332,0.035133317,-5.221812512789888,0.027721185,,,15.248701,15.873996,14.480759,1.3932371,0.97250915,false,31,15,NOT_AVAILABLE,0,5655.5957,1068.2506,1038.7491,1098.7305
4216036349838071424,Gaia DR3 4216036349838071424,2016.0,304.86878383838393,-7.547663732216614,36.2013164109297,-22.987703399412048,6.189962085200584,0.021282384,290.8491,32.35941,12.809701603897034,0.023279376,-29.71603654727843,0.015171448,-67.13011,0.37322602,10.6387825,10.981282,10.126385,0.8548975,0.960907,false,31,15,NOT_AVAILABLE,0,5491.2896,160.4655,159.921,161.0
4216059714460162944,Gaia DR3 4216059714460162944,2016.0,305.06555340661225,-7.411931054730267,36.42760835180632,-23.10226513142852,23.394494699725943,0.01852,1263.2017,73.723015,51.531326558765365,0.018499946,-52.72195905570542,0.014654382,-31.408417,0.14662234,9.225453,9.739598,8.554413,1.1851854,1.0856229,false,31,16,NOT_AVAILABLE,0,4750.4204,42.6161,42.4445,42.6727
4223507222112425344,Gaia DR3 4223507222112425344,2016.0,303.1667810972023,-2.144443991289358,40.519352512476296,-19.00926489151538,20.114144569307776,0.02072224,970.6549,142.24811,-132.91261542023568,0.023075456,-50.6829454081551,0.016609877,9.908412,0.3149071,11.268544,12.14481,10.350674,1.794136,0.85879296,false,31,16,VARIABLE,0,,,,
4224062406762625152,Gaia DR3 4224062406762625152,2016.0,304.53884318870575,-1.0760122928804563,42.205312355739615,-19.711074532635173,6.690014702068431,0.014855893,450.3273,64.69395,1.3308665613053694,0.015216728,-64.6802560532732,0.012428312,-15.920141,0.1933651,9.578344,9.911407,9.076893,0.8345146,0.945441,false,31,17,VARIABLE,0,5807.3564,148.6422,148.2845,148.9876
4224259562941398400,Gaia DR3 4224259562941398400,2016.0,303.49907775157277,-0.8657212651967648,41.87587823132394,-18.697051940535893,50.94324624411764,0.02298936,2215.949,268.25687,-62.729646893375545,0.023112854,260.8193687444885,0.01733224,-10.953942,0.1187639,7.512979,7.9978533,6.8673406,1.1305127,0.9987769,false,31,17,VARIABLE,0,4810.8853,19.6068,19.5517,19.6192
4233021433662981760,Gaia DR3 4233021433662981760,2016.0,310.2916923352084,3.638284306061829,49.65453186437846,-22.349453386688257,10.612122413743318,0.015437061,687.44446,105.594986,-56.67653258874026,0.016875505,-89.09585335841075,0.012617434,,,9.436206,9.777595,8.92664,0.850955,1.0059748,false,31,18,NOT_AVAILABLE,0,5725.114,93.8333,93.6789,93.985
4238527753544691712,Gaia DR3 4238527753544691712,2016.0,296.4221252634794,-0.6968868564855969,38.57803294421018,-12.37095577504216,9.837442010356027,0.027957434,351.87213,63.343937,33.16004227421215,0.029258795,-53.97097256500954,0.022373704,-63.46086,0.123625405,7.0848494,7.5686946,6.438192,1.1305027,1.3494844,false,31,20,NOT_AVAILABLE,0,4894.002,100.5878,100.3119,100.8765
4244243354278985472,Gaia DR3 4244243354278985472,2016.0,304.2079961441892,3.293946996609964,46.05985314053448,-17.29285727430784,2.484234267649633,0.01522262,163.1936,31.157297,26.98493300226278,0.018188423,-15.575320007887884,0.014065533,-59.343826,3.170507,12.324752,12.659322,11.820044,0.8392782,1.0865008,false,31,19,VARIABLE,0,5532.3896,399.2522,396.0055,408.5789
4245906369913936000,Gaia DR3 4245906369913936000,2016.0,305.0019471006415,4.632371626316477,47.68868568961591,-17.308963773225685,1.3286670277086383,0.03556041,37.36366,8.123826,8.025926352631762,0.03704447,1.2574032825102122,0.02860897,,,13.220149,13.104965,13.445336,-0.34037113,0.9440025,true,31,16,VARIABLE,0,,,,
4246124829130366848,Gaia DR3 4246124829130366848,2016.0,304.0248334458516,4.580563494245937,47.130259266430436,-16.49299867094341,13.726411447971504,0.02899276,473.44272,66.11759,-40.88365950699061,0.028620457,-51.96212196172794,0.020198684,12.894283,0.12260673,6.2214236,6.656782,5.6121492,1.0446329,0.83650917,false,31,13,NOT_AVAILABLE,0,5085.218,73.189,72.8132,73.6537
4247023886053586304,Gaia DR3 4247023886053586304,2016.0,300.6956213279026,3.326715753341339,44.30037504172205,-14.22200863143512,78.64649917102172,0.019802462,3971.5513,149.77547,-90.38324464030711,0.018619686,119.4301522492732,0.012778805,-30.494844,0.11760706,7.0766416,7.6813974,6.3358107,1.3455868,0.9427,false,31,18,NOT_AVAILABLE,0,4487.138,12.7116,12.707,12.7178
4255957040079935488,Gaia DR3 4255957040079935488,2016.0,278.6992353859489,-6.6122890833471635,25.15298530933333,0.6663148676847364,0.8477913215900311,0.032983057,25.703842,9.057422,-4.37491365489564,0.03956669,-7.930764085585074,0.03393999,,,15.418708,16.344849,14.467894,1.876955,0.9446988,false,31,15,NOT_AVAILABLE,0,5279.8193,921.869,896.7601,944.1732
4256135160951556480,Gaia DR3 4256135160951556480,2016.0,278.52466597182297,-6.002603758011297,25.614323930233187,1.1011031845358932,1.3007061064779692,0.04421247,29.41944,8.1465225,1.0360989959215225,0.055066116,-8.080367211140654,0.043936033,,,15.636199,16.488487,14.730491,1.7579966,1.0608107,false,31,14,NOT_AVAILABLE,0,5019.701,665.4133,648.8895,691.6972
