source_id,designation,ref_epoch,ra,dec,l,b,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,duplicated_source,astrometric_params_solved,visibility_periods_used,phot_variable_flag,non_single_star,teff_gspphot,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper
2100196646487547776,Gaia DR3 2100196646487547776,2016.0,284.70685346102846,38.93675413002355,69.2163290841127,15.322497915454566,1.1091682980116249,0.009661038,114.80839,18.891912,-6.12064715256154,0.010776986,-17.872940435833883,0.011699134,-20.583668,1.7774653,13.314863,13.69319,12.7686615,0.9245281,0.9545249,false,31,29,NOT_AVAILABLE,0,5860.244,884.1206,873.0834,911.5254
2100214788429438336,Gaia DR3 2100214788429438336,2016.0,284.61571550105214,39.13099725983428,69.37389669014692,15.462725497804941,1.6185086747422224,0.02026451,79.869125,5.3891563,0.8230160302904327,0.02434854,-5.325941504976932,0.022563528,,,14.877046,15.344799,14.2513275,1.0934715,1.0677112,false,31,27,VARIABLE,0,5112.198,608.2815,600.2266,616.3192
2100216609495590912,Gaia DR3 2100216609495590912,2016.0,284.58256872036765,39.22017275252169,69.44906635090261,15.520735700024375,0.7244612466606362,0.017603016,41.15552,7.766846,3.2013642518261785,0.018236091,-7.0763808632339344,0.020693785,,,14.749925,15.153015,14.188856,0.964159,0.95093274,false,31,27,NOT_AVAILABLE,0,5657.555,1166.3765,994.4368,1224.0107
2100219392634493568,Gaia DR3 2100219392634493568,2016.0,284.86011293409047,39.240506239293595,69.5544785505988,15.330189502284068,1.298549801398349,0.011437621,113.53321,9.526575,0.6843608800576018,0.01293934,-9.501962156806435,0.013877364,-34.101604,2.6175873,13.4007015,13.723889,12.910093,0.81379604,1.0761007,false,31,27,NOT_AVAILABLE,0,5859.35,752.2346,744.2982,763.287
2100232689851871488,Gaia DR3 2100232689851871488,2016.0,285.5168726161714,38.93246033088534,69.46668687588156,14.740638925148428,0.9707401762431953,0.017319812,56.047966,12.510906,3.31309598405137,0.019252118,12.064252093901846,0.020895097,-40.493233,5.0387807,14.155281,14.497644,13.626302,0.87134266,1.3472136,false,31,28,NOT_AVAILABLE,0,5846.645,1104.2168,1044.6514,1264.374
2100243616248608896,Gaia DR3 2100243616248608896,2016.0,285.283648453503,38.94726180068871,69.4071097276365,14.913292271241167,1.1112640418953137,0.024106694,46.097736,4.794494,0.7425230392923365,0.028846188,-4.736647821033399,0.028332926,,,15.363981,15.831239,14.736081,1.0951576,0.9952002,false,31,26,VARIABLE,0,5187.712,889.5368,867.4631,945.2961
2100247945575646336,Gaia DR3 2100247945575646336,2016.0,285.2138190601947,39.02746656952727,69.46154945591837,14.994609473621441,0.6582935453378888,0.02401294,27.414116,4.1214094,0.1092785238998989,0.026205415,4.119960315748187,0.027883997,,,15.514114,15.897717,14.9528675,0.94484997,1.0451306,false,31,28,NOT_AVAILABLE,0,5313.94,1318.2694,1293.1958,1353.8055
2100258047339711488,Gaia DR3 2100258047339711488,2016.0,285.3666042591069,39.28007062403527,69.75018682813443,14.984247719713782,2.7268597243236923,0.016536474,164.8997,8.007985,7.783720740469041,0.018041208,1.8818933231010828,0.019234886,-76.9083,5.3375063,14.916801,15.538067,14.157302,1.380765,0.9920447,false,31,29,NOT_AVAILABLE,0,4457.829,364.9936,361.8601,376.8227
2100265950078767232,Gaia DR3 2100265950078767232,2016.0,285.7520219820146,39.2491722118923,69.84200634912577,14.697680313439225,0.6233725087488674,0.03374959,18.47052,7.6795473,-4.808241372424229,0.03658754,-5.9880096596300225,0.04560983,-11.52152,3.5720818,14.063307,14.348355,13.611334,0.73702145,3.102325,false,31,29,VARIABLE,0,,,,
2100279865772807424,Gaia DR3 2100279865772807424,2016.0,285.617392456046,39.37946692104451,69.92348114195303,14.844715889404474,1.6081691062149281,0.01684132,95.489494,12.947253,-7.044115509988635,0.018035233,-10.863323391372298,0.02077552,-10.906772,6.437827,14.804161,15.302087,14.156325,1.1457615,0.9278234,false,31,29,VARIABLE,0,4983.6655,619.8265,614.9358,625.4106
